the_geom,STREETNAME,TYPE,CNN,FROM_ST,TO_ST,FACILITY_T,YEAR_INSTA,DIRECT,SHAPE_LENG,SURFACE_TR,BARRIER,INNOVATIVE,NOTES,DIR,DOUBLE,FY,QTR,STREET_,LENGTH,NUMBER_,SHARROW,UPDATE_YR,SM_SWEEPER,CONTRAFLOW,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,SHAPE_LEN
"LINESTRING (-122.41592597760848 37.777795112786976, -122.41629170161177 37.77749384269705)",MARKET,ST,8752202,HAYES ST,LARKIN ST,BIKE LANE,2001,2W,152.3350846,GREEN PAINT,SAFE-HIT POSTS,SEPARATED BIKEWAY,,,1,0,0,Market St,0.03,2,0,0,1,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,152.335084605
"LINESTRING (-122.41474122191016 37.77871942974254, -122.41592597760848 37.777795112786976)",MARKET,ST,8752201,LEAVENWORTH ST,HAYES ST,BIKE LANE,2002,2W,480.12091127,GREEN PAINT,SAFE-HIT POSTS,SEPARATED BIKEWAY,,,1,0,0,Market St,0.09,2,0,0,1,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,480.120911258
"LINESTRING (-122.40730107075234 37.807380069633055, -122.40751806516295 37.80733682675821, -122.4088973368565 37.80716325322032)",NORTH POINT,ST,9686000,THE EMBARCADERO,GRANT AV,BIKE LANE,2010,2W,468.08315282,,,,,,1,0,0,North Point St,0.09,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,468.083152823
"LINESTRING (-122.41214142441414 37.806758083387656, -122.41378665978044 37.806554632890965)",NORTH POINT,ST,9689000,POWELL ST,MASON ST,BIKE LANE,2010,2W,481.04411133,,,,,,1,0,0,North Point St,0.09,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,481.044111334
"LINESTRING (-122.4088973368565 37.80716325322032, -122.41049755298437 37.806962910797466)",NORTH POINT,ST,9687000,GRANT AV,STOCKTON ST,BIKE LANE,2010,2W,468.01733339,,,,,,1,0,0,North Point St,0.09,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,468.017333389
"LINESTRING (-122.41838065844985 37.8059773688181, -122.41871826555969 37.80593151952889)",NORTH POINT,ST,9693000,COLUMBUS AV,LEAVENWORTH ST,BIKE LANE,2010,2W,98.95351096,,,,,,1,0,0,North Point St,0.02,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,98.953510957
"LINESTRING (-122.41871826555969 37.80593151952889, -122.42036904641584 37.805720256711716)",NORTH POINT,ST,9694000,LEAVENWORTH ST,HYDE ST,BIKE LANE,2010,2W,483.07722804,,,,,,1,0,0,North Point St,0.09,5,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,483.077228032
"LINESTRING (-122.42036904641584 37.805720256711716, -122.42200682155938 37.80549664851945)",NORTH POINT,ST,9695000,HYDE ST,LARKIN ST,BIKE LANE,2010,2W,480.11140949,,,,,,1,0,0,North Point St,0.09,5,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,480.111409494
"LINESTRING (-122.40572666400352 37.80664458708609, -122.40596710202807 37.80675445049203, -122.40730107075234 37.807380069633055)",THE EMBARCADERO,,12560201,BAY ST,NORTH POINT ST,BIKE LANE,1998,2W,527.83081578,,,,,,1,0,0,The Embarcadero,0.1,525,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,527.83081577
"LINESTRING (-122.44484722576497 37.74694537284001, -122.4450508464355 37.74695384429654, -122.44617189728464 37.74680612257973, -122.44663191792327 37.74672174603025)",PORTOLA,DR,10612201,BURNETT AV,UNNAMED #19,BIKE LANE,2011,2W,524.02537781,,,BUFFERED BIKE LANE,,E,1,0,0,Portola Dr,0.1,525,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,524.025377798
"LINESTRING (-122.40255750979694 37.754512120106924, -122.4024360758445 37.753236027236795)",KANSAS,ST,7737000,23RD ST,24TH ST,BIKE LANE,2010,2W,465.97517184,,,,,,1,0,0,Kansas St,0.09,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,465.975171841
"LINESTRING (-122.4024360758445 37.753236027236795, -122.40231471626288 37.7519606808409)",KANSAS,ST,7738000,24TH ST,25TH ST,BIKE LANE,2010,2W,465.70246286,,,,,,1,0,0,Kansas St,0.09,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,465.702462861
"LINESTRING (-122.40663579987672 37.75616698371564, -122.40648045920909 37.754564212304565)",POTRERO,AVE,10669101,22ND ST,23RD ST,BIKE LANE,1996,2W,585.32642687,,,,,,1,0,0,Potrero Ave,0.11,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,585.326426877
"LINESTRING (-122.40648045920909 37.754564212304565, -122.40645261624482 37.75427693354863)",POTRERO,AVE,10670101,23RD ST,23RD ST,BIKE LANE,1996,2W,104.91317003,,,,,,1,0,0,Potrero Ave,0.02,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,104.913170018
"LINESTRING (-122.40669900160346 37.75683373472222, -122.40663579987672 37.75616698371564)",POTRERO,AVE,10668101,22ND ST,22ND ST,BIKE LANE,1996,2W,243.46397732,,,,,,1,0,0,Potrero Ave,0.05,123,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,243.463977306
"LINESTRING (-122.4067997366995 37.75776205790462, -122.40669900160346 37.75683373472222)",POTRERO,AVE,10667101,21ST ST,22ND ST,BIKE LANE,1996,2W,339.27326687,,,,,,1,0,0,Potrero Ave,0.06,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,339.273266871
"LINESTRING (-122.4040104265911 37.76977179391649, -122.40439138125579 37.76974951992383)",DIVISION,ST,4840000,HENRY ADAMS ST,TOWNSEND ST,BIKE LANE,2000,2W,110.41011175,,,,,,1,0,0,Division St,0.02,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,110.410111754
"LINESTRING (-122.39882499848127 37.7663089945061, -122.39914078584128 37.76628917665273)",16TH,ST,705000,ARKANSAS ST,8TH ST,BIKE LANE,1996,2W,91.5647894,,,,,,1,0,0,16th St,0.02,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,91.5647894001
"LINESTRING (-122.39914078584128 37.76628917665273, -122.3997609599377 37.766250252060274)",16TH,ST,706000,8TH ST,WISCONSIN ST,BIKE LANE,1996,2W,179.82408257,,,,,,1,0,0,16th St,0.03,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,179.824082577
"LINESTRING (-122.4035270344154 37.7647228704269, -122.40449697696452 37.76466431714713)",17TH,ST,782000,KANSAS ST,VERMONT ST,BIKE LANE,2011,2W,281.18253634,,,BUFFERED BIKE LANE,,,1,0,0,17th St,0.05,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,281.182536341
"LINESTRING (-122.40449697696452 37.76466431714713, -122.4054634201184 37.76460596834283)",17TH,ST,783000,VERMONT ST,SAN BRUNO AVE,BIKE LANE,2011,2W,280.1684816,,,BUFFERED BIKE LANE,,,1,0,0,17th St,0.05,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,280.168481597
"LINESTRING (-122.4054634201184 37.76460596834283, -122.40642915445176 37.76454765369626)",17TH,ST,784000,SAN BRUNO AVE,UTAH ST,BIKE LANE,2011,2W,279.96345405,,,BUFFERED BIKE LANE,,,1,0,0,17th St,0.05,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,279.963454053
"LINESTRING (-122.40642915445176 37.76454765369626, -122.40741973743874 37.76448782951771)",17TH,ST,785000,UTAH ST,POTRERO AVE,BIKE LANE,2011,2W,287.16748107,,,BUFFERED BIKE LANE,,,1,0,0,17th St,0.05,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,287.167481076
"LINESTRING (-122.3997609599377 37.766250252060274, -122.40075504719971 37.76619048645503)",16TH,ST,707000,WISCONSIN ST,CAROLINA ST,BIKE LANE,1996,2W,288.16934879,,,,,,1,0,0,16th St,0.05,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,288.169348791
"LINESTRING (-122.40075504719971 37.76619048645503, -122.40172051519569 37.76613252059704)",16TH,ST,708000,CAROLINA ST,DE HARO ST,BIKE LANE,1996,2W,279.87114619,,,,,,1,0,0,16th St,0.05,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,279.871146186
"LINESTRING (-122.40172051519569 37.76613252059704, -122.4026849569733 37.766074607532076)",16TH,ST,709000,DE HARO ST,RHODE ISLAND ST,BIKE LANE,1996,2W,279.57412364,,,,,,1,0,0,16th St,0.05,33,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,279.574123637
"LINESTRING (-122.4026849569733 37.766074607532076, -122.4036430553084 37.766017068376584)",16TH,ST,710000,RHODE ISLAND ST,KANSAS ST,BIKE LANE,1996,2W,277.73568198,,,,,,1,0,0,16th St,0.05,50,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,277.735681988
"LINESTRING (-122.41219789240739 37.75583251131562, -122.41204726587243 37.75423033112427)",HARRISON,ST,6755000,22ND ST,23RD ST,BIKE LANE,1998,2W,585.00874465,,,,,,1,0,0,Harrison St,0.11,50,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,585.008744654
"LINESTRING (-122.42865716314627 37.76773488806663, -122.42894856647086 37.76750445958717)",MARKET,ST,8763101,14TH ST,CHURCH ST,BIKE LANE,1974,2W,118.88888878,,,,,,1,0,0,Market St,0.02,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,118.888888783
"LINESTRING (-122.42786499765967 37.76779268794138, -122.42865716314627 37.76773488806663)",14TH,ST,594000,LANDERS ST,MARKET ST,BIKE LANE,2002,2W,229.94028517,,,,,,1,0,0,14th St,0.04,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,229.940285165
"LINESTRING (-122.41561378131944 37.76853738659007, -122.41670736846854 37.76847136906848)",14TH,ST,580000,FOLSOM ST,SHOTWELL ST,BIKE LANE,2000,2W,317.01045615,,,GREEN WAVE,,,1,0,0,14th St,0.06,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,317.010456157
"LINESTRING (-122.41670736846854 37.76847136906848, -122.41780215406874 37.76840526869985)",14TH,ST,581000,SHOTWELL ST,SOUTH VAN NESS AV,BIKE LANE,2005,2W,317.3584352,,,GREEN WAVE,,,1,0,0,14th St,0.06,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,317.358435196
"LINESTRING (-122.41780215406874 37.76840526869985, -122.41855593263566 37.76835975114655)",14TH,ST,582000,SOUTH VAN NESS AV,NATOMA ST,BIKE LANE,2005,2W,218.50703573,,,GREEN WAVE,,,1,0,0,14th St,0.04,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,218.507035724
"LINESTRING (-122.41855593263566 37.76835975114655, -122.41922493205308 37.76831934920643)",14TH,ST,583000,NATOMA ST,MINNA ST,BIKE LANE,2003,2W,193.93128189,,,GREEN WAVE,,,1,0,0,14th St,0.04,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,193.931281893
"LINESTRING (-122.41922493205308 37.76831934920643, -122.41998151207306 37.76827365342931)",14TH,ST,584000,MISSION ST,MINNA ST,BIKE LANE,2003,2W,219.31962986,,,GREEN WAVE,,,1,0,0,14th St,0.04,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,219.319629856
"LINESTRING (-122.41998151207306 37.76827365342931, -122.42077661487377 37.76822562535893)",14TH,ST,585000,MISSION ST,WOODWARD ST,BIKE LANE,2003,2W,230.48702553,,,GREEN WAVE,,,1,0,0,14th St,0.04,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,230.487025528
"LINESTRING (-122.42077661487377 37.76822562535893, -122.42136452241851 37.768190110443804)",14TH,ST,586000,WOODWARD ST,STEVENSON ST,BIKE LANE,2003,2W,170.42474332,,,GREEN WAVE,,,1,0,0,14th St,0.03,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,170.424743326
"LINESTRING (-122.42136452239524 37.76819010954298, -122.4221991740238 37.76813968333531)",14TH,ST,588000,STEVENSON ST,VALENCIA ST,BIKE LANE,2006,2W,241.95209883,,,GREEN WAVE,,,1,0,0,14th St,0.05,30,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,241.952098822
"LINESTRING (-122.39141752704002 37.76036149182372, -122.39117419733614 37.75776791575054)",INDIANA,ST,7195000,20TH ST,22ND ST,BIKE ROUTE,2010,2W,946.98961634,,,,,,1,0,0,Indiana St,0.18,7,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,946.98961634
"LINESTRING (-122.39153761567586 37.76159405303621, -122.39141752704002 37.76036149182372)",INDIANA,ST,7194000,19TH ST,20TH ST,BIKE ROUTE,2010,2W,450.14119033,,,,,,1,0,0,Indiana St,0.09,7,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,450.141190332
"LINESTRING (-122.39178100924084 37.76414140277552, -122.39153761567586 37.76159405303621)",INDIANA,ST,7193000,MARIPOSA ST,19TH ST,BIKE ROUTE,2010,2W,930.20674659,,,,,,1,0,0,Indiana St,0.18,75,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,930.206746582
"LINESTRING (-122.477936680446 37.75978449355126, -122.47780711553975 37.75791957471213)",20TH,AVE,1008000,KIRKHAM ST,LAWTON ST,BIKE ROUTE,2010,2W,680.0868082,,,,,,1,0,0,20th Ave,0.13,75,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,680.086808197
"LINESTRING (-122.47780711553975 37.75791957471213, -122.47768021321261 37.75606057851896)",20TH,AVE,1009000,LAWTON ST,MORAGA ST,BIKE ROUTE,2010,2W,677.89127962,,,,,,1,0,0,20th Ave,0.13,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,677.891279611
"LINESTRING (-122.4182934991889 37.79546358433081, -122.41911590843225 37.79536008568551)",PACIFIC,AVE,10144000,HYDE ST,MC CORMICK PL,BIKE ROUTE,2010,2W,240.5983949,,,,,,1,0,0,Pacific Ave,0.05,90,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,240.598394892
"LINESTRING (-122.4319272358678 37.71276659603619, -122.42968666218502 37.71231096540473)",GENEVA,AVE,6148201,PRAGUE ST,LINDA VISTA SP,BIKE ROUTE,2012,2W,669.01505873,,,,,,1,0,0,Geneva Ave,0.13,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,669.015058734
"LINESTRING (-122.42266944527425 37.74394224109016, -122.424384863235 37.74383821629795)",29TH,ST,1630000,SAN JOSE AV,DOLORES ST,BIKE ROUTE,2010,2W,497.44433874,,,,,,1,0,0,29th St,0.09,25,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,497.444338734
"LINESTRING (-122.40269801227849 37.74633409354126, -122.40291810201644 37.74499591148535, -122.403243284991 37.74379435840639)",BARNEVELD,AVE,2734000,JERROLD AV,LOOMIS ST,BIKE ROUTE,2005,2W,938.8936444,,,,,,1,0,0,Barneveld Ave,0.18,85,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,938.893644401
"LINESTRING (-122.49190074032094 37.74420960614579, -122.4917678945623 37.742342876760766)",34TH,AVE,1757000,SANTIAGO ST,TARAVAL ST,BIKE ROUTE,2011,2W,680.79656387,,,,,,1,0,0,34th Ave,0.13,5,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,680.796563874
"LINESTRING (-122.39662620107096 37.7226262150023, -122.3976681355067 37.72287427695913)",PAUL,AVE,10307000,CARR ST,GOULD ST,BIKE ROUTE,2012,2W,314.59837408,,,,,,1,0,0,Paul Ave,0.06,90,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,314.598374079
"LINESTRING (-122.48105803211638 37.72070272755622, -122.48230562056453 37.721784686589324)",FONT,BLVD,5722201,HOLLOWAY AV,TAPIA DR,BIKE ROUTE,0,2W,534.23874411,,,,,,1,0,0,Font Blvd,0.1,885,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,534.238744106
"LINESTRING (-122.49469522883918 37.71592466407741, -122.49406231707293 37.71573577792564, -122.49296383365852 37.71524077969641, -122.49207860925503 37.71448255068843, -122.49125409996174 37.71338828310635, -122.49056863871591 37.7128799199872, -122.48929666938189 37.71206408913403, -122.48890385751815 37.71168582542098, -122.48780369258479 37.70941983178165, -122.48735083227274 37.7089191822437, -122.48626142026772 37.70833549466113, -122.48572386552317 37.70808572990976)",JOHN MUIR,DR,7553000,SKYLINE BLVD,LAKE MERCED BLVD,BIKE LANE,2012,2W,3993.54616968,,,BUFFERED BIKE LANE,,N,1,0,0,John Muir Dr,0.76,885,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,3993.54616968
"LINESTRING (-122.50177049945684 37.72839403766892, -122.50149280017699 37.72887462735007, -122.50089670063545 37.72968752694093, -122.49934453008049 37.73119877914896, -122.49905897647866 37.73157607031334)",SKYLINE,BLVD,11940000,ZOO RD,ZOO RD,BIKE ROUTE,0,2W,1405.500924,,,,,,1,0,0,Skyline Blvd,0.27,84,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1405.500924
"LINESTRING (-122.47216032351929 37.731205503921665, -122.47320302363237 37.731669273727896)",OCEAN,AVE,9847000,UNNAMED #79,WOODACRE DR,BIKE ROUTE,2006,2W,345.60400909,,,,,,1,0,0,Ocean Ave,0.07,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,345.604009073
"LINESTRING (-122.47179743562643 37.7310323548285, -122.47199520659267 37.73113206209335, -122.47216032351929 37.731205503921665)",OCEAN,AVE,9846000,JUNIPERO SERRA BLVD,UNNAMED #79,BIKE ROUTE,2006,2W,122.47227557,,,,,,1,0,0,Ocean Ave,0.02,90,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,122.472275577
"LINESTRING (-122.47232235481748 37.721623768358384, -122.47263453314089 37.721568858672875)",HOLLOWAY,AVE,6992000,JUNIPERO SERRA BLVD,UNNAMED #79,BIKE LANE,0,2W,92.47823834,,,BUFFERED BIKE LANE,,,1,0,0,Holloway Ave,0.02,84,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,92.4782383279
"LINESTRING (-122.47320302363237 37.731669273727896, -122.47420634713022 37.73211999915284)",OCEAN,AVE,9848000,WOODACRE DR,LAGUNITAS DR,BIKE ROUTE,2006,2W,333.34924461,,,,,,1,0,0,Ocean Ave,0.06,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,333.349244611
"LINESTRING (-122.47420634713022 37.73211999915284, -122.47495462078739 37.73245613789925)",OCEAN,AVE,9849000,LAGUNITAS DR,19TH AV,BIKE ROUTE,2006,2W,248.60741251,,,,,,1,0,0,Ocean Ave,0.05,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,248.607412511
"LINESTRING (-122.47616138618206 37.734613733688896, -122.4760399792105 37.73269137181194)",20TH,AVE,1020000,SLOAT BLVD,OCEAN AV,BIKE ROUTE,2010,2W,700.84774881,,,,,,1,0,0,20th Ave,0.13,75,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,700.847748797
"LINESTRING (-122.4760399792105 37.73269137181194, -122.47592653262716 37.73110355317206)",20TH,AVE,1021000,OCEAN AV,EUCALYPTUS DR,BIKE ROUTE,2010,2W,579.08430373,,,,,,1,0,0,20th Ave,0.11,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,579.084303734
"LINESTRING (-122.45824119503342 37.70899930174121, -122.45882473390546 37.70844468344441)",SAN JOSE,AVE,11471000,RICE ST,GOETHE ST,BIKE LANE,0,2W,263.20634137,,,,,,1,0,0,San Jose Ave,0.05,45,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,263.206341361
"LINESTRING (-122.4544107463295 37.710684634465125, -122.45456189721317 37.71062336579334, -122.45488512552265 37.71047855350076)",ALEMANY,BLVD,2177202,UNNAMED #28,SICKLES AV,BIKE LANE,2006,2W,156.43019124,,,,,,1,0,0,Alemany Blvd,0.03,45,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,156.430191246
"LINESTRING (-122.457068388909 37.71011091520551, -122.45767030559107 37.70953989257649)",SAN JOSE,AVE,11469000,REGENT ST,LIEBIG ST,BIKE LANE,0,2W,271.19729437,,,,,,1,0,0,San Jose Ave,0.05,45,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,271.197294374
"LINESTRING (-122.45767030559107 37.70953989257649, -122.45824119503342 37.70899930174121)",SAN JOSE,AVE,11470000,LIEBIG ST,RICE ST,BIKE LANE,0,2W,256.940327,,,,,,1,0,0,San Jose Ave,0.05,75,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,256.940327002
"LINESTRING (-122.47047182767622 37.71496844388561, -122.46998689878056 37.71445833967961, -122.4697982423986 37.71428168366914)",19TH,AVE,934000,CHESTER AV,RANDOLPH ST,BIKE ROUTE,2011,2W,317.10574715,,,,,,1,0,0,19th Ave,0.06,75,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,317.105747142
"LINESTRING (-122.47157204497437 37.71612607160448, -122.47070422601072 37.71521290426736)",19TH,AVE,932000,RANDOLPH ST,MONTICELLO ST,BIKE ROUTE,2011,2W,416.61346618,,,,,,1,0,0,19th Ave,0.08,75,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,416.613466182
"LINESTRING (-122.47070422601072 37.71521290426736, -122.47047182767622 37.71496844388561)",19TH,AVE,933000,MONTICELLO ST,CHESTER AV,BIKE ROUTE,2011,2W,111.54382914,,,,,,1,0,0,19th Ave,0.02,90,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,111.543829137
"LINESTRING (-122.44841064810895 37.72139686917204, -122.44775155342992 37.72115530693665)",GENEVA,AVE,6130201,I-280 SOUTH OFF-RAMP,I-280 NORTH ON-RAMP,BIKE ROUTE,2010,2W,209.94368322,,,,,,1,0,0,Geneva Ave,0.04,90,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,209.94368322
"LINESTRING (-122.44288707254273 37.718286851383205, -122.44232816287112 37.71783344539845)",GENEVA,AVE,6135101,BANNOCK ST,ALEMANY BLVD,BIKE ROUTE,2010,2W,231.06260813,,,,,,1,0,0,Geneva Ave,0.04,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,231.062608131
"LINESTRING (-122.46023446262228 37.72474884802083, -122.4612105475137 37.72494970117652)",OCEAN,AVE,9829201,FAXON AV,JULES AV,BIKE ROUTE,2006,2W,291.61936842,,,,,,1,0,0,Ocean Ave,0.06,90,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,291.61936841
"LINESTRING (-122.45995495655481 37.724689844502954, -122.46023446262228 37.72474884802083)",OCEAN,AVE,9828201,FAXON AV,FAXON AV,BIKE ROUTE,2006,2W,83.64414151,,,,,,1,0,0,Ocean Ave,0.02,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,83.6441415103
"LINESTRING (-122.45921280353723 37.72453317151248, -122.45995495655481 37.724689844502954)",OCEAN,AVE,9827201,CAPITOL AV,FAXON AV,BIKE ROUTE,2006,2W,222.09524374,,,,,,1,0,0,Ocean Ave,0.04,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,222.095243744
"LINESTRING (-122.4581913910826 37.72431753530924, -122.45921280353723 37.72453317151248)",OCEAN,AVE,9826101,MIRAMAR AV,CAPITOL AV,BIKE ROUTE,2006,2W,305.66750664,,,,,,1,0,0,Ocean Ave,0.06,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,305.667506631
"LINESTRING (-122.45734095279546 37.724137987433615, -122.4581913910826 37.72431753530924)",OCEAN,AVE,9825101,GRANADA AV,MIRAMAR AV,BIKE ROUTE,2006,2W,254.50312796,,,,,,1,0,0,Ocean Ave,0.05,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,254.503127961
"LINESTRING (-122.45716900107729 37.72410168397862, -122.45734095279546 37.724137987433615)",OCEAN,AVE,9824101,GRANADA AV,GRANADA AV,BIKE ROUTE,2006,2W,51.45856732,,,,,,1,0,0,Ocean Ave,0.01,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,51.4585673241
"LINESTRING (-122.45651601571922 37.72396381749475, -122.45716900107729 37.72410168397862)",OCEAN,AVE,9823101,PLYMOUTH AV,GRANADA AV,BIKE ROUTE,2006,2W,195.41414673,,,,,,1,0,0,Ocean Ave,0.04,84,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,195.414146726
